Code,Name,Date,Price,Share,Amount,Warran,Underwriter,Sector,Subsector,Field,Website,Prospectus,Summary_Prospectus,Alamat,Image,1 candle gain,2 candle gain,3 candle gain,4 candle gain,5 candle gain,6 candle gain,7 candle gain,1 candle high,2 candle high,3 candle high,4 candle high,5 candle high,6 candle high,7 candle high,Papan Pencatatan
CGAS,PT Citra Nusantara Gemilang Tbk,2024-01-08,Rp338,30%,"5,314,290 lot",2 : 1,PO - PILARMAS INVESTINDO SEKURITAS,Energi,"Minyak, Gas, & Batu Bara",Perdagangan dan Distribusi Gas Alam,https://cng.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/CGAS/prospectus/uryjk8lycj.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CGAS/summary-prospectus/jjssgmttmh.pdf,"Jl. Kalimalang No.126, Tegal Gede, Kelurahan Pasirsari, Kecamatan Cikarang Selatan, Kabupaten Bekasi, Provinsi Jawa Barat 17530 Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/CGAS/logo/jodmxh19ks.png,24.85207100591716,27.2189349112426,55.325443786982255,93.78698224852072,45.5621301775148,45.5621301775148,59.76331360946746,24.85207100591716,50.88757396449704,56.80473372781065,93.78698224852072,130.76923076923077,45.5621301775148,70.11834319526628,Pengembangan
MANG,PT Manggung Polahraya Tbk,2024-01-11,Rp100,20%,"7,625,000 lot",10 : 3,PG - PANCA GLOBAL SEKURITAS,Infrastruktur,Konstruksi Bangunan,"Jasa Konstruksi Gedung, Pembangunan Infrastruktur Jalan, Produksi Aspal Hot Mix & Beton Ready Mix",https://www.manggungpolahraya.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/MANG/prospectus/3lrl5jg063.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MANG/summary-prospectus/g44bcid0uj.pdf,"Jl. Pondok Pinang Raya No.1, Kebayoran Lama, Jakarta Selatan, DKI Jakarta 12310",https://storage.googleapis.com/assets.trading.stockbit.com/company/MANG/logo/6ezyobf5tq.png,-10.0,-19.0,-19.0,-34.0,-28.000000000000004,-21.0,-25.0,10.0,-12.0,-19.0,-29.0,-28.000000000000004,-21.0,-17.0,Akselerasi
ASLI,PT Asri Karya Lestari Tbk,2024-01-05,Rp100,20%,"12,500,000 lot",0,XA - NH KORINDO SEKURITAS INDONESIA,Infrastruktur,Konstruksi Bangunan,"Perseroan bergerak dalam bidang General Contractor khususnya pekerjaan pondasi, erection, bekisting",https://www.asrikaryalestari.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/ASLI/prospectus/xoqvlu8bt0.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ASLI/summary-prospectus/bjjuixvbot.pdf,"Ruko Sentra Niaga Kalimalang B2 No3 Jl. Jend. Ahmad Yani, Bekasi, Jawa Barat 17144",https://storage.googleapis.com/assets.trading.stockbit.com/company/ASLI/logo/9v6s7vwfbl.png,-11.0,-40.0,-41.0,-43.0,-39.0,-43.0,-43.0,33.0,-12.0,-36.0,-40.0,-33.0,-37.0,-43.0,Pengembangan
SURI,PT Maja Agung Latexindo Tbk,2023-12-07,Rp170,20%,"12,668,750 lot",0,AH - SHINHAN SEKURITAS INDONESIA,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak Dalam Bidang Produsen Sarung Tangan Latex,https://www.malgloves.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/SURI/prospectus/ejvkefkkxy.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/SURI/summary-prospectus/g860zzfg44.pdf,"Jalan Utama No 98 Desa Pujimulyo, Kecamatan Sunggal, Kabupaten Deli Serdang, Sumatera Utara 20352",https://storage.googleapis.com/assets.trading.stockbit.com/company/SURI/logo/xxiik4sigd.png,-4.705882352941177,0.0,-2.941176470588235,0.5882352941176471,-3.5294117647058822,-5.88235294117647,-5.294117647058823,11.76470588235294,7.0588235294117645,2.941176470588235,1.1764705882352942,1.1764705882352942,4.117647058823529,-2.941176470588235,Pengembangan
AYAM,PT Janu Putra Sejahtera Tbk,2023-11-30,Rp100,20%,"8,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Bergerak dalam bidang usaha Peternakan dan Rumah Potong Ayam,https://januputrasejahtera.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/AYAM/prospectus/aavaaes1l8.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/AYAM/summary-prospectus/n0wu56mhk6.pdf,"Ruko Casa Grande No.35, Jl. Ringroad Utara, Maguwoharjo, Depok, Sleman, D.I Yogyakarta",https://storage.googleapis.com/assets.trading.stockbit.com/company/AYAM/logo/63c09s3593.png,35.0,6.0,7.000000000000001,7.000000000000001,11.0,11.0,13.0,35.0,82.0,15.0,12.0,11.0,18.0,14.000000000000002,Pengembangan
MSTI,PT Mastersystem Infotama Tbk,2023-11-08,Rp1355,15%,"4,708,236 lot",0,PD - INDO PREMIER SEKURITAS,Teknologi,Perangkat Lunak & Jasa TI,"Solusi, integrasi dan pemeliharaan sistem teknologi informasi",https://www.mastersystem.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/MSTI/prospectus/c80f84vih5.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MSTI/summary-prospectus/zxdhum35nr.pdf,Gedung Sudirman 7-8 Tower I Lt.25 Jl. Jend. Sudirman Kav. 7-8 Jakarta Pusat 10220,https://storage.googleapis.com/assets.trading.stockbit.com/company/MSTI/logo/cjdl99msjz.png,7.011070110701106,1.107011070110701,1.107011070110701,0.3690036900369003,2.214022140221402,0.7380073800738007,0.3690036900369003,24.723247232472325,8.118081180811808,5.535055350553505,4.059040590405904,3.321033210332104,2.952029520295203,1.4760147601476017,Utama
IKPM,PT Ikapharmindo Putramas Tbk,2023-11-08,Rp165,20%,"3,369,325 lot",0,TP - OCBC SEKURITAS INDONESIA,Kesehatan,Farmasi & Riset Kesehatan,"Bergerak Dalam Bidang Usaha Industri Farmasi, Personal Care",https://www.ikapharmindo.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/IKPM/prospectus/xhvzz30bd7.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/IKPM/summary-prospectus/rm9gzs1ndg.pdf,"Kl. Pulogadung Raya No.29 Kawasan Industri Pulogadung Jakarta Timur, 13930 Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/IKPM/logo/7rmh93idl5.png,9.696969696969695,3.0303030303030303,4.242424242424243,3.0303030303030303,4.848484848484849,3.636363636363636,2.4242424242424243,34.54545454545455,12.727272727272728,6.666666666666667,6.666666666666667,6.666666666666667,4.848484848484849,5.454545454545454,Pengembangan
RGAS,PT Kian Santang Muliatama Tbk,2023-11-08,Rp120,22.9%,"3,342,000 lot",5 : 3,AO - ERDIKHA ELIT SEKURITAS,Energi,"Minyak, Gas, & Batu Bara","Perdagangan Besar Mesin Peralatan dan Perlengkapan Lainnya, Instalasi Mekanikal, Instalasi Gas",https://kianmulia.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/RGAS/prospectus/3y8przfc47.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RGAS/summary-prospectus/sln2aly5jq.pdf,"Jl. Wibawa Mukti II Perum Telkom Satwika Permai Blok A5 No. 8, RT. 009 RW. 009 Kel. Jatiluhur, Kec. Jatiasih, Bekasi, 17425",https://storage.googleapis.com/assets.trading.stockbit.com/company/RGAS/logo/za0kt0v5t6.png,4.166666666666666,-19.166666666666668,-18.33333333333333,-12.5,-8.333333333333332,-13.333333333333334,-17.5,25.0,4.166666666666666,-12.5,-10.833333333333334,-5.0,-7.5,-10.0,Pengembangan
UDNG,PT Agro Bahari Nusantara Tbk,2023-10-31,Rp100,28.57%,"5,000,000 lot",5 : 4,EP - MNC SEKURITAS,Barang Konsumen Primer,Makanan & Minuman,Bergerak di bidang Budidaya Tambak Udang,https://abn.farm/,https://storage.googleapis.com/assets.trading.stockbit.com/company/UDNG/prospectus/916g47atjh.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/UDNG/summary-prospectus/bn9bvx2px7.pdf,"Ruko Shibuya Unit SHC 012 – PIK 2 Jl. Marina Indah Raya No.1 Kel. Lemo, Kec. Teluknaga Tangerang – Banten 15510",https://storage.googleapis.com/assets.trading.stockbit.com/company/UDNG/logo/0u0tmbxtdt.png,10.0,6.0,-4.0,-4.0,-5.0,-6.0,-6.0,10.0,21.0,8.0,-2.0,-2.0,0.0,-6.0,Akselerasi
LOPI,PT Logisticsplus International Tbk,2023-10-11,Rp100,27.27%,"3,000,000 lot",2 : 1,SA - ELIT SUKSES SEKURITAS,Transportasi & Logistik,Logistik & Pengantaran,Bergerak di Bidang Jasa Pengurusan Transportasi (Freight Forwarding),https://www.logisticsplus.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/LOPI/prospectus/gt5i4u8mw6.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/LOPI/summary-prospectus/i0x9d4fbjq.pdf,"SAV Building Jl. Kavling Polri No. 20 Jagakarsa, Jakarta Selatan 12620, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/LOPI/logo/mo9xka1qg2.png,-10.0,-19.0,-27.0,-21.0,-14.000000000000002,-11.0,-13.0,-10.0,-19.0,-25.0,-20.0,-14.000000000000002,-8.0,-9.0,Akselerasi
PTPS,PT PULAU SUBUR TBK,2023-10-09,Rp198,20.76%,"4,500,000 lot",2 : 1,XA - NH KORINDO SEKURITAS INDONESIA,Perindustrian,Jasa Perindustrian,Perseroan bergerak dalam bidang Perkebunan Buah Kelapa Sawit,https://www.pulausubur.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/PTPS/prospectus/tbkryxthd1.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PTPS/summary-prospectus/hln5h6x7u8.pdf,"Jl A. Yani No.12 ABC, RT23 RW023 14 Ulu, Seberang Ulu Dua, Palembang",https://storage.googleapis.com/assets.trading.stockbit.com/company/PTPS/logo/hk6p30dpuz.png,-34.84848484848485,-47.474747474747474,-40.909090909090914,-43.93939393939394,-46.96969696969697,-43.43434343434344,-44.94949494949495,29.29292929292929,-34.84848484848485,-39.8989898989899,-38.38383838383838,-40.4040404040404,-42.42424242424242,-41.91919191919192,Pengembangan
KOKA,PT Koka Indonesia Tbk,2023-10-11,Rp128,25%,"7,153,330 lot",0,AI - UOB KAY HIAN SEKURITAS,Infrastruktur,Konstruksi Bangunan,"Jasa Konstruksi Gedung Industri, Bangunan Sipil dan Gedung Hunian",https://koka.co.id/en/beranda-en/,https://storage.googleapis.com/assets.trading.stockbit.com/company/KOKA/prospectus/bzo4vy9fzb.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KOKA/summary-prospectus/6ee2vhohmi.pdf,"Jl. Sultan Iskandar Muda, No. 7, Lt. 3, Kebayoran Lama, Jakarta Selatan 12240",https://storage.googleapis.com/assets.trading.stockbit.com/company/KOKA/logo/x7ztjeys14.png,32.8125,10.9375,12.5,-16.40625,-12.5,-10.9375,-16.40625,34.375,35.9375,21.09375,14.84375,0.78125,-7.03125,-7.8125,Pengembangan
BREN,PT Barito Renewables Energy Tbk,2023-10-09,Rp780,3.35%,"45,000,000 lot",0,NI - BNI SEKURITAS,Infrastruktur,Infrastruktur Transportasi,Aktvitas perusahaan holding,https://www.baritorenewables.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/BREN/prospectus/2sd6mrj6cp.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BREN/summary-prospectus/kuv2ee2ckd.pdf,"Wisma Barito Pacific II, Lantai 23, Jl. Let. Jend. S. Parman Kav. 60, RT 010, RW 005, Slipi, Palmerah, Jakarta 11410, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/BREN/logo/rpanp3ew31.png,25.0,55.76923076923077,94.23076923076924,142.30769230769232,202.5641025641025,252.5641025641025,339.7435897435897,25.0,55.76923076923077,94.23076923076924,142.30769230769232,202.5641025641025,278.2051282051282,339.7435897435897,Utama
IOTF,PT Sumber Sinergi Makmur Tbk,2023-10-06,Rp100,20.83%,"11,000,000 lot",1 : 1,AH - SHINHAN SEKURITAS INDONESIA,Teknologi,Perangkat Keras & Peralatan Teknologi,Distributor dan Instalasi Perangkat Global Positioning System (GPS) untuk Otomotif dan Logistik,https://www.foxlogger.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/IOTF/prospectus/wg59fngamd.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/IOTF/summary-prospectus/366oreulje.pdf,"Fox Logger Tower Jl. Cideng Barat nomor 31A, RT. 003/RW. 011, Kelurahan Cideng, Kecamatan Gambir, Jakarta Pusat 10150",https://storage.googleapis.com/assets.trading.stockbit.com/company/IOTF/logo/czblpzrtns.png,35.0,3.0,0.0,-1.0,5.0,-2.0,-2.0,35.0,57.99999999999999,4.0,15.0,11.0,6.0,0.0,Pengembangan
KOCI,PT Kokoh Exa Nusantara Tbk,2023-10-06,Rp120,10.19%,"4,500,000 lot",1 : 1,PG - PANCA GLOBAL SEKURITAS,Properti & Real Estat,Properti & Real Estat,Konstruksi dan Real Estat,https://www.kokohcity.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/KOCI/prospectus/bmy31y8j56.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/KOCI/summary-prospectus/z3yku5r884.pdf,"Jl. Raya Sukolilo, Tebul, Kwanyar, Bangkalan - 69163",https://storage.googleapis.com/assets.trading.stockbit.com/company/KOCI/logo/7jazg1uc8i.png,-30.0,-43.333333333333336,-35.833333333333336,-40.0,-42.5,-44.16666666666666,-42.5,18.33333333333333,-28.33333333333333,-35.0,-35.0,-38.333333333333336,-40.833333333333336,-39.16666666666666,Pengembangan
STRK,PT Lovina Beach Brewery Tbk,2023-10-10,Rp100,11.01%,"11,800,000 lot",100 : 275,SH - ARTHA SEKURITAS INDONESIA,Barang Konsumen Primer,Makanan & Minuman,Bergerak dalam bidang Industri Distribusi Minuman Beralkohol & Pengolahannya melalui Anak perusahaan,https://lovinabeachbrewery.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/STRK/prospectus/2w5wet8v43.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/STRK/summary-prospectus/tb9r4orvp8.pdf,"Jl. Tukad Banyu Poh 110 X, Sesetan Denpasar Selatan, 80223",https://storage.googleapis.com/assets.trading.stockbit.com/company/STRK/logo/wjrydfj7dv.png,35.0,82.0,144.0,204.0,128.0,71.0,92.0,35.0,82.0,144.0,204.0,280.0,118.0,112.0,Pengembangan
AEGS,PT Anugerah Spareparts Sejahtera Tbk,2023-09-11,Rp100,39.76%,"4,000,000 lot",4 : 1,AH - SHINHAN SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,"Industri Filter Kendaraan Bermotor yaitu Filter Oli dan Filter Bahan Bakar, serta Perdagangan Filter",https://www.aegisfilter.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/AEGS/prospectus/0hhfwd0z85.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/AEGS/summary-prospectus/9ym9fn104q.pdf,"Jalan Soekarno Hatta No. 134, Losari Kidul, Losari, Kab. Cirebon, Jawa Barat 45192",https://storage.googleapis.com/assets.trading.stockbit.com/company/AEGS/logo/y4yksq7c9s.png,-5.0,-14.000000000000002,-22.0,-27.0,-32.0,-36.0,-39.0,7.000000000000001,-5.0,-6.0,-19.0,-24.0,-30.0,-31.0,Akselerasi
BABY,PT Multitrend Indo Tbk.,2023-09-07,Rp266,21.28%,"6,000,000 lot",0,AI - UOB KAY HIAN SEKURITAS,Barang Konsumen Non-Primer,Perdagangan Ritel,Perdagangan Eceran Pakaian dan Mainan Anak,https://kanmomultitrend.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/BABY/prospectus/7mhse4n0xt.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/BABY/summary-prospectus/ncue0y78h0.pdf,"Gedung Menara Era Lt. 14-02 Jl. Senen Raya No. 135 – 137, Kel. Senen, Kec. Senen, Jakarta Pusat, Provinsi DKI Jakarta, 10410",https://storage.googleapis.com/assets.trading.stockbit.com/company/BABY/logo/pyil7sgk0t.png,9.022556390977442,1.5037593984962403,0.0,-1.5037593984962403,-2.255639097744361,3.7593984962406015,1.5037593984962403,24.81203007518797,15.037593984962406,2.255639097744361,4.511278195488721,1.5037593984962403,4.511278195488721,6.015037593984962,Pengembangan
RSCH,PT Charlie Hospital Semarang Tbk,2023-08-28,Rp115,20%,"5,300,000 lot",0,AH - SHINHAN SEKURITAS INDONESIA,Kesehatan,Jasa & Peralatan Kesehatan,Bergerak di bidang Aktivitas Rumah Sakit Swasta,https://charliehospital.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/RSCH/prospectus/xkny2xruvp.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/RSCH/summary-prospectus/wcvm4lab0m.pdf,"Jl. Raya Ngabean Kav 1A, Kel. Ngabean, Kec. Boja Kab. Kendal, Jawa Tengah 51381",https://storage.googleapis.com/assets.trading.stockbit.com/company/RSCH/logo/dvrp9fpmxz.png,13.91304347826087,21.73913043478261,16.52173913043478,18.26086956521739,15.65217391304348,13.91304347826087,12.173913043478262,34.78260869565217,23.47826086956522,24.347826086956523,25.217391304347824,20.0,16.52173913043478,16.52173913043478,Pengembangan
LMAX,PT Lupromax Pelumas Indonesia Tbk,2023-08-09,Rp200,26.09%,"1,950,000 lot",2 : 1,AH - SHINHAN SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,Bergerak dalam bidang usaha Pelumas dan Pelumas Aditif,-,https://storage.googleapis.com/assets.trading.stockbit.com/company/LMAX/prospectus/ppay34wszh.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/LMAX/summary-prospectus/46u3li4z0m.pdf,"Ruko Graha Boulevard Blok A No.15 Jl. Raya Gading Serpong Kec. Kelapa Dua,Tangerang, Banten, Indonesia - 15810",https://storage.googleapis.com/assets.trading.stockbit.com/company/LMAX/logo/ambhpswigy.png,10.0,12.0,21.0,33.0,46.0,60.0,76.0,10.0,15.0,22.0,33.0,46.0,60.0,76.0,Akselerasi
GRIA,PT Ingria Pratama Capitalindo Tbk,2023-08-08,Rp120,34.29%,"29,492,750 lot",0,AO - ERDIKHA ELIT SEKURITAS,Properti & Real Estat,Properti & Real Estat,Real Estat,https://ingriagroup.com/,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRIA/prospectus/6u2k09nz8q.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/GRIA/summary-prospectus/4z7y8gw9wy.pdf,"Ruko Pondok Cabe Mutiara, Jalan Pondok Cabe Raya No. 27, Kecamatan Pamulang, Tangerang Selatan, Banten 15418.",https://storage.googleapis.com/assets.trading.stockbit.com/company/GRIA/logo/qbs4gsoyku.png,-1.6666666666666667,0.8333333333333334,-1.6666666666666667,-3.333333333333333,-1.6666666666666667,-4.166666666666666,0.0,15.833333333333332,6.666666666666667,3.333333333333333,-0.8333333333333334,3.333333333333333,-0.8333333333333334,0.0,Pengembangan
FOLK,PT Multi Garam Utama Tbk,2023-08-07,Rp100,14.44%,"5,700,000 lot",2 : 1,HD - KGI SEKURITAS INDONESIA,Perindustrian,Perusahaan Holding Multi Sektor,Aktivitas Perusahaan Holding dan Aktivitas Konsultasi Manajemen,https://folkgroup.co,https://storage.googleapis.com/assets.trading.stockbit.com/company/FOLK/prospectus/43idedr1su.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/FOLK/summary-prospectus/cotu6bbv29.pdf,"Prosperity Tower 17-F District 8, SCBD, Jalan Jenderal Sudirman Kavling 52-53, Kelurahan Senayan, Kec. Kebayoran Baru, Jakarta Selatan, Provinsi DKI Jakarta, 12190",https://storage.googleapis.com/assets.trading.stockbit.com/company/FOLK/logo/vzbsjlqevb.png,13.0,-3.0,-17.0,-10.0,-15.0,-14.000000000000002,-20.0,35.0,14.000000000000002,-5.0,-5.0,-7.000000000000001,-12.0,-11.0,Pengembangan
PPRI,PT Paperocks Indonesia Tbk.,2023-08-08,Rp140,25.58%,"2,750,000 lot",5 : 3,IU - INDO CAPITAL SEKURITAS,Barang Baku,Barang Baku,Bergerak Dalam Bidang Perdagangan Besar Barang Dari Kertas Dan Karton,https://paperocks.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/PPRI/prospectus/9bqk9ahtaf.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/PPRI/summary-prospectus/k0wuytg9bq.pdf,"Ruko Cibubur Times Square Blok C 1 N0. 23, Jalan Alternatif Cibubur RT.001/RW.010, Kelurahan Jatikarya, Kecamatan Jatisampurna, Kota Bekasi, Jawa Barat 17435",https://storage.googleapis.com/assets.trading.stockbit.com/company/PPRI/logo/ioab2haims.png,-15.0,-27.142857142857142,-37.85714285714285,-40.0,-45.0,-45.0,-35.714285714285715,33.57142857142857,6.428571428571428,-31.428571428571427,-33.57142857142857,-39.285714285714285,-43.57142857142857,-30.0,Pengembangan
CYBR,PT ITSEC Asia Tbk,2023-08-08,Rp100,15.64%,"10,087,348 lot",2 : 1,YP - MIRAE ASSET SEKURITAS INDONESIA,Teknologi,Perangkat Lunak & Jasa TI,Aktivitas Konsultasi Keamanan Informasi,https://www.itsec.asia,https://storage.googleapis.com/assets.trading.stockbit.com/company/CYBR/prospectus/romgvefs5y.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CYBR/summary-prospectus/i6wub0uywu.pdf,"Kantor Pusat : Gedung Noble House Lantai 11 Unit 2 & 3 Jl. Dr Ide Anak Agung Gde Agung Kavling E.4.2 No 2, Mega Kuningan Kelurahan Kuningan Timur, Kecamatan Setiabudi Jakarta Selatan, Indonesia 12950",https://storage.googleapis.com/assets.trading.stockbit.com/company/CYBR/logo/wuk9xwy58o.png,35.0,82.0,140.0,172.0,132.0,130.0,126.0,35.0,82.0,144.0,182.0,176.0,146.0,140.0,Pengembangan
HUMI,PT Humpuss Maritim Internasional Tbk,2023-08-09,Rp100,15%,"27,070,000 lot",2 : 1,LS - RELIANCE SEKURITAS INDONESIA TBK.,Energi,"Minyak, Gas, & Batu Bara","Aktivitas Perusahaan Holding, Angkutan Laut dalam Negeri untuk Barang Khusus",https://humi.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HUMI/prospectus/spd50xrapa.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HUMI/summary-prospectus/rrk3o6ymuy.pdf,"Gedung Mangkuluhur City Tower One Lt. 27 Jl. Jend Gatot Subroto Kav 1, Karet Semanggi Setiabudi, Jakarta Selatan. 12930",https://storage.googleapis.com/assets.trading.stockbit.com/company/HUMI/logo/np99i3ly0h.png,2.0,1.0,2.0,12.0,51.0,100.0,162.0,20.0,7.000000000000001,4.0,12.0,51.0,102.0,166.0,Utama
MSIE,PT Multisarana Intan Eduka Tbk,2023-08-10,Rp100,27.5%,"4,173,000 lot",2 : 1,EP - MNC SEKURITAS,Properti & Real Estat,Properti & Real Estat,Real estat dan aktivitas penyewaan dan sewa guna usaha tanpa hak opsi,https://msie.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/MSIE/prospectus/ih6dib41bf.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MSIE/summary-prospectus/m9nlg82wdz.pdf,"Jl. Raya Kedung Baruk No. 112 – 114 Penjaringan Sari, Kec. Rungkut, Kota Surabaya, Jawa Timur",https://storage.googleapis.com/assets.trading.stockbit.com/company/MSIE/logo/9dncllr89w.png,-10.0,-19.0,-27.0,-34.0,-40.0,-41.0,-44.0,-10.0,-19.0,-27.0,-34.0,-35.0,-41.0,-36.0,Akselerasi
ERAL,PT Sinar Eka Selaras Tbk,2023-08-08,Rp390,20%,"10,375,000 lot",0,YP - MIRAE ASSET SEKURITAS INDONESIA,Barang Konsumen Non-Primer,Perdagangan Ritel,Aktivitas Perdagangan Besar serta Perdagangan Eceran melalui Perusahaan Anak,https://www.ses.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/ERAL/prospectus/emv0cdvpzb.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/ERAL/summary-prospectus/4hxnlbg0kw.pdf,"Erajaya Plaza Jalan Bandengan Selatan No. 19-20, Kel. Pekojan, Kec. Tambora Kota Jakarta Barat, DKI Jakarta 11240",https://storage.googleapis.com/assets.trading.stockbit.com/company/ERAL/logo/pdypdpbpjy.png,3.076923076923077,-5.128205128205128,-5.128205128205128,-4.102564102564102,-5.641025641025641,-5.641025641025641,-2.564102564102564,23.07692307692308,4.615384615384616,-1.0256410256410255,-1.5384615384615383,-3.589743589743589,-3.076923076923077,1.0256410256410255,Utama
HBAT,PT Minahasa Membangun Hebat Tbk,2023-08-07,Rp108,23.13%,"2,407,408 lot",0,YJ - LOTUS ANDALAN SEKURITAS,Properti & Real Estat,Properti & Real Estat,Bergerak dalam Bidang Usaha Real Estate,https://mmhebat.co.id/,https://storage.googleapis.com/assets.trading.stockbit.com/company/HBAT/prospectus/l4276az7z5.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/HBAT/summary-prospectus/q4f6pmmlsl.pdf,"Perumahan Sawangan Permai Kel. Sawangan, Kec. Tombulu, Kab. Minahasa, Prov. Sulawesi Utara 95663, Indonesia",https://storage.googleapis.com/assets.trading.stockbit.com/company/HBAT/logo/smp08ha7eg.png,-9.25925925925926,-17.59259259259259,-25.0,-32.407407407407405,-37.96296296296296,-43.51851851851852,-48.14814814814815,9.25925925925926,-16.666666666666664,-25.0,-24.074074074074076,-28.703703703703702,-36.11111111111111,-41.66666666666667,Akselerasi
MUTU,PT MUTUAGUNG LESTARI TBK,2023-08-09,Rp108,30%,"9,428,572 lot",4 : 1,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,Perindustrian,Jasa Perindustrian,"Jasa Pengujian, Inspeksi dan Sertifikasi",https://www.mutucertification.com,https://storage.googleapis.com/assets.trading.stockbit.com/company/MUTU/prospectus/dpvqgaappz.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/MUTU/summary-prospectus/jh8iytnlfj.pdf,"Jl. Raya Bogor KM 33,5 No. 19 Cimanggis Depok, 16453",https://storage.googleapis.com/assets.trading.stockbit.com/company/MUTU/logo/pnw69ud7o9.png,34.25925925925926,35.18518518518518,20.37037037037037,15.74074074074074,23.14814814814815,17.59259259259259,17.59259259259259,34.25925925925926,73.14814814814815,37.03703703703704,23.14814814814815,26.85185185185185,25.925925925925924,21.296296296296298,Pengembangan
CNMA,PT Nusantara Sejahtera Raya Tbk,2023-08-02,Rp270,10%,"83,350,000 lot",0,CC - MANDIRI SEKURITAS,Barang Konsumen Non-Primer,Barang Rekreasi,Bioskop dan Restoran,https://www.cinema21.co.id,https://storage.googleapis.com/assets.trading.stockbit.com/company/CNMA/prospectus/3takn4mq1p.pdf,https://storage.googleapis.com/assets.trading.stockbit.com/company/CNMA/summary-prospectus/j29ya4v419.pdf,Jl. KH Wahid Hasyim No.96-A Jakarta Pusat 10340,https://storage.googleapis.com/assets.trading.stockbit.com/company/CNMA/logo/mse265v8f4.png,17.037037037037038,16.296296296296298,12.592592592592592,14.814814814814811,14.074074074074074,11.851851851851851,13.333333333333334,17.77777777777778,25.925925925925924,19.25925925925926,17.037037037037038,17.77777777777778,16.296296296296298,14.074074074074074,Utama
